,Capacity (mah),Nominal voltage (V),Cells configuration,Discharge (C),Battery height (mm),Bettry length (mm),Battery width (mm),Battery weight (g),Motor name,Shaft diameter (mm),Motor diameter (mm),Motor height (mm),Magnetic poles,KV (rpm/V),Motor weight (g),No load current @10V (A),Resistance (Ohm),Price (€),Propeller Name,Propeller diameter (in),Propeller pitch (in),Propeller weight (g),Propeller material,Total weight (g),Peak rotational speed (rpm),Peak torque (Nm),Peak current (A),Peak thrust (kgf),Total thrust (kgf),Hovering rotational speed (rpm),Hovering torque (Nm),Hovering current (A),Hovering PWM,Hovering time (m)
70426,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,197.8,14208.651981291847,0.03285605167601397,13.074575205552769,0.28791244155338597,1.1516497662135439,6305.085121136561,0.007308374861053954,2.9082586551454455,0.33426288514264946,18.052039459115583
70496,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,,KingKong 6040,6.0,4.0,3.38,Plastic,196.92000000000002,12691.037207696503,0.0386645705410317,14.98109412779551,0.3284932891757391,1.3139731567029564,5250.1839408547285,0.007553815566150317,2.926824701548113,0.29656448359103843,17.93752798800375
70493,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,,DALPROP 6040,6.0,4.0,4.32,Nylon,200.68,12691.037207696503,0.0386645705410317,14.98109412779551,0.3284932891757391,1.3139731567029564,5250.1839408547285,0.007553815566150317,2.926824701548113,0.29656448359103843,17.93752798800375
70331,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,186.6,23859.34974352004,0.022598626122512587,10.649351671156191,0.23032685169119516,0.9213074067647806,11921.960272058794,0.006261188882973495,2.950515712259174,0.43656433786716425,17.7934995505587
70421,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,,DALPROP 6040,6.0,4.0,4.32,Nylon,200.28,12411.093510197159,0.037101554982498154,14.764009858837255,0.3150030877480276,1.2600123509921104,5250.182186192339,0.007553577019593566,3.0057400783078783,0.3004370423012775,17.46658015404831
70424,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,,KingKong 6040,6.0,4.0,3.38,Plastic,196.51999999999998,12411.093510197159,0.037101554982498154,14.764009858837255,0.3150030877480276,1.2600123509921104,5250.182186192339,0.007553577019593566,3.0057400783078783,0.3004370423012775,17.46658015404831
70439,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,189.4,21986.616480212102,0.019427041265463046,9.358217018468865,0.19751686816459685,0.7900674726583874,11921.960274801346,0.006261188964598897,3.016082805443263,0.46435590270893856,17.406683896493437
42184,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,142.78,17508.523924942765,0.017777895422445778,5.585090565544327,0.22660847076179103,0.9064338830471641,8824.667392856747,0.005005031503964517,1.5723631424268516,0.45700236182410925,17.171605764255617
47224,1800,11.1,3S1P,75,23.0,105.0,35.0,160.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,202.72,24539.250525107815,0.033198013963982316,10.429463660585927,0.4274705989399507,1.7098823957598028,8824.668598503775,0.005005076943050028,1.5723912952222852,0.3046689875822969,17.17129831616314
46216,1800,11.1,3S1P,75,19.3,105.0,35.0,159.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,201.72,24539.250525107815,0.033198013963982316,10.429463660585927,0.4274705989399507,1.7098823957598028,8824.668598503775,0.005005076943050028,1.5723912952222852,0.3046689875822969,17.17129831616314
44200,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,198.72,24539.250525107815,0.033198013963982316,10.429463660585927,0.4274705989399507,1.7098823957598028,8824.668598503775,0.005005076943050028,1.5723912952222852,0.3046689875822969,17.17129831616314
43192,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,198.72,24539.250525107815,0.033198013963982316,10.429463660585927,0.4274705989399507,1.7098823957598028,8824.668598503775,0.005005076943050028,1.5723912952222852,0.3046689875822969,17.17129831616314
45208,1800,11.1,3S1P,45,20.8,106.0,35.5,158.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,200.72,24539.250525107815,0.033198013963982316,10.429463660585927,0.4274705989399507,1.7098823957598028,8824.668598503775,0.005005076943050028,1.5723912952222852,0.3046689875822969,17.17129831616314
118702,7000,3.7,1S2P,50,19.0,93.0,47.0,147.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,183.0,10191.131840900152,0.01776658755720608,14.88410134900295,0.15414135531309736,0.6165654212523894,6305.085113472888,0.0073083739759636675,6.122648331090758,0.482737112743762,17.149441601408146
52348,2200,7.4,2S1P,25,18.53,106.0,34.0,135.6,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,178.72,19295.634731991813,0.021279821836579872,8.245145607351542,0.27203830892447695,1.0881532356979078,8824.667960554498,0.005005045552734006,1.939258531621517,0.3917498521113948,17.01681310764014
54364,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,173.12,19295.634731991813,0.021279821836579872,8.245145607351542,0.27203830892447695,1.0881532356979078,8824.667960554498,0.005005045552734006,1.939258531621517,0.3917498521113948,17.01681310764014
53356,2200,7.4,2S1P,25,21.0,84.0,32.0,134.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,177.12,19295.634731991813,0.021279821836579872,8.245145607351542,0.27203830892447695,1.0881532356979078,8824.667960554498,0.005005045552734006,1.939258531621517,0.3917498521113948,17.01681310764014
54325,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,,Gemfan 5040 R,5.0,4.0,3.0,ABS,196.8,16022.770319705012,0.031785175274650024,9.319900159315456,0.30393148809366566,1.2157259523746626,6908.2423567469505,0.0067033212164698585,1.9655164289627793,0.3812192392347601,16.789480623885904
52309,2200,7.4,2S1P,25,18.53,106.0,34.0,135.6,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,,Gemfan 5040 R,5.0,4.0,3.0,ABS,202.39999999999998,16022.770319705012,0.031785175274650024,9.319900159315456,0.30393148809366566,1.2157259523746626,6908.2423567469505,0.0067033212164698585,1.9655164289627793,0.3812192392347601,16.789480623885904
53317,2200,7.4,2S1P,25,21.0,84.0,32.0,134.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,,Gemfan 5040 R,5.0,4.0,3.0,ABS,200.8,16022.770319705012,0.031785175274650024,9.319900159315456,0.30393148809366566,1.2157259523746626,6908.2423567469505,0.0067033212164698585,1.9655164289627793,0.3812192392347601,16.789480623885904
70528,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,6000,6.7,1.2,0.19,,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,184.52,23113.48656307064,0.0297180160936786,18.672380207832777,0.38197424772773636,1.5278969909109454,8824.668598279854,0.005005076910031887,3.1447825491003916,0.2794982140597767,16.694318026859552
14400,1050,11.1,3S1P,45,25.0,75.0,20.0,85.0,DYS D2812-14,3.175,28.0,12.0,,1600,22.0,,0.27,,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,181.88,15773.63761526566,0.027442655581849783,4.598061075773933,0.31200520386607505,1.2480208154643002,6706.645625949724,0.005640104382380133,0.9450086280617831,0.40061313926083414,16.666514497654184
14406,1050,11.1,3S1P,45,25.0,75.0,20.0,85.0,DYS D2812-14,3.175,28.0,12.0,,1600,22.0,,0.27,,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,193.92000000000002,15773.63761526566,0.027442655581849783,4.598061075773933,0.31200520386607505,1.2480208154643002,6706.645625949724,0.005640104382380133,0.9450086280617831,0.40061313926083414,16.666514497654184
15408,1050,11.1,3S1P,75,19.0,71.0,36.0,98.0,DYS D2812-14,3.175,28.0,12.0,,1600,22.0,,0.27,,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,194.88,15773.63761526566,0.027442655581849783,4.598061075773933,0.31200520386607505,1.2480208154643002,6706.645625949724,0.005640104382380133,0.9450086280617831,0.40061313926083414,16.666514497654184
15414,1050,11.1,3S1P,75,19.0,71.0,36.0,98.0,DYS D2812-14,3.175,28.0,12.0,,1600,22.0,,0.27,,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,206.92000000000002,15773.63761526566,0.027442655581849783,4.598061075773933,0.31200520386607505,1.2480208154643002,6706.645625949724,0.005640104382380133,0.9450086280617831,0.40061313926083414,16.666514497654184
70513,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,,Gemfan 5040 R,5.0,4.0,3.0,ABS,187.8,15125.039251790064,0.028569233023084683,13.462933887562917,0.2727083490948708,1.0908333963794832,6908.242356996089,0.006703321245850463,3.158865716884289,0.3355168490927891,16.61988976593243
70321,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,,Gemfan 5040 R,5.0,4.0,3.0,ABS,192.2,17563.46955265107,0.03766943572568824,17.75130338110426,0.3611905520895597,1.4447622083582388,6908.242356994901,0.0067033212458528935,3.158865716887585,0.2915488533037761,16.619889765915087
118697,7000,3.7,1S2P,50,19.0,93.0,47.0,147.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,,DALPROP 6040,6.0,4.0,4.32,Nylon,185.48000000000002,8680.533610394868,0.01914936627348786,16.04253557485056,0.16084930778829362,0.6433972311531745,5250.183941485177,0.00755381567417296,6.328269804556779,0.4561570191428117,16.592212918038506
118700,7000,3.7,1S2P,50,19.0,93.0,47.0,147.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,,KingKong 6040,6.0,4.0,3.38,Plastic,181.72,8680.533610394868,0.01914936627348786,16.04253557485056,0.16084930778829362,0.6433972311531745,5250.183941485177,0.00755381567417296,6.328269804556779,0.4561570191428117,16.592212918038506
54292,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,172.72,19195.96838732723,0.021076925358110555,8.387247756271401,0.2694026510957374,1.0776106043829496,8824.66858618846,0.005005076290585999,1.9916951264803644,0.3891832219332706,16.568800897914603
52276,2200,7.4,2S1P,25,18.53,106.0,34.0,135.6,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,178.32,19195.96838732723,0.021076925358110555,8.387247756271401,0.2694026510957374,1.0776106043829496,8824.66858618846,0.005005076290585999,1.9916951264803644,0.3891832219332706,16.568800897914603
53284,2200,7.4,2S1P,25,21.0,84.0,32.0,134.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,176.72,19195.96838732723,0.021076925358110555,8.387247756271401,0.2694026510957374,1.0776106043829496,8824.66858618846,0.005005076290585999,1.9916951264803644,0.3891832219332706,16.568800897914603
42228,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,163.74,16374.2280954322,0.029406933680350616,8.622563302713894,0.3347127946800222,1.3388511787200887,6706.645621145972,0.005640103692852578,1.653764696939435,0.3639065168148398,16.326385519033007
42234,1800,7.4,2S1P,25,17.3,89.79,30.2,100.06,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,175.78,16374.2280954322,0.029406933680350616,8.622563302713894,0.3347127946800222,1.3388511787200887,6706.645621145972,0.005640103692852578,1.653764696939435,0.3639065168148398,16.326385519033007
70429,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,iFlight XING X1404 ,2.0,18.3,12.5,,4600,8.5,,0.28,,Gemfan 5040 R,5.0,4.0,3.0,ABS,195.0,15497.790900550739,0.029885406096619677,14.39612507721216,0.28548034512574516,1.1419213805029806,6908.242332634583,0.0067033178194107245,3.229059452774622,0.32512546732691633,16.25860432978046
70495,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,203.4,12922.144192141675,0.038056246289163015,14.74539093101308,0.2898905319974516,1.1595621279898063,5713.3516920300635,0.008408242782150556,3.25788375774263,0.32533625699403623,16.114755437553416
70491,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,204.2,12627.079565218262,0.03883292107838441,15.046323747865108,0.2926320244050426,1.1705280976201704,5555.01095796244,0.008500740590768037,3.2937232336120856,0.32083661755000425,15.93940846767064
18442,1300,7.4,2S1P,25,17.0,70.0,35.0,88.0,DYS D2812-14,3.175,28.0,12.0,,1600,22.0,,0.27,,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,190.8,10484.654478206465,0.0187248211276827,3.137373893040579,0.16259334830043531,0.6503733932017413,6305.0851208555405,0.0073083748389465185,1.2245299527539346,0.577202876726793,15.924477760748138
70490,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,,6045 plastic,6.0,4.5,6.0,Plastic,207.4,11300.860556795002,0.042323820274640586,16.398918351050483,0.31889345607196173,1.275573824287847,4749.4186973365695,0.008513603146597158,3.2987070066376547,0.29159243671821716,15.915326791485136
12390,1000,11.1,3S1P,25,19.0,72.0,36.0,96.0,DYS D2812-14,3.175,28.0,12.0,,1600,22.0,,0.27,,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,204.92000000000002,15773.63761526566,0.027442655581849783,4.598061075773933,0.31200520386607505,1.2480208154643002,6706.645625949724,0.005640104382380133,0.9450086280617831,0.40061313926083414,15.872870950146844
12384,1000,11.1,3S1P,25,19.0,72.0,36.0,96.0,DYS D2812-14,3.175,28.0,12.0,,1600,22.0,,0.27,,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,192.88,15773.63761526566,0.027442655581849783,4.598061075773933,0.31200520386607505,1.2480208154643002,6706.645625949724,0.005640104382380133,0.9450086280617831,0.40061313926083414,15.872870950146844
34168,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,191.51999999999998,25726.0336542276,0.03622917555600887,10.622949098754754,0.4671624668223597,1.8686498672894387,8824.668598457043,0.0050050769426617904,1.4675652086608324,0.3077323508243924,15.842566901143597
36184,1550,11.1,3S1P,75,27.5,72.0,36.0,136.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,199.51999999999998,25726.0336542276,0.03622917555600887,10.622949098754754,0.4671624668223597,1.8686498672894387,8824.668598457043,0.0050050769426617904,1.4675652086608324,0.3077323508243924,15.842566901143597
33160,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,205.51999999999998,25726.0336542276,0.03622917555600887,10.622949098754754,0.4671624668223597,1.8686498672894387,8824.668598457043,0.0050050769426617904,1.4675652086608324,0.3077323508243924,15.842566901143597
35176,1550,11.1,3S1P,75,27.0,72.0,36.0,136.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,199.51999999999998,25726.0336542276,0.03622917555600887,10.622949098754754,0.4671624668223597,1.8686498672894387,8824.668598457043,0.0050050769426617904,1.4675652086608324,0.3077323508243924,15.842566901143597
52261,2200,7.4,2S1P,25,18.53,106.0,34.0,135.6,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,,Gemfan 5040 R,5.0,4.0,3.0,ABS,181.6,14882.704139452095,0.027728185863620556,8.71106650065227,0.2645518906009028,1.0582075624036111,6908.242338993033,0.006703319073783595,2.105909123325898,0.39086513525165667,15.670191858935747
53269,2200,7.4,2S1P,25,21.0,84.0,32.0,134.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,,Gemfan 5040 R,5.0,4.0,3.0,ABS,180.0,14882.704139452095,0.027728185863620556,8.71106650065227,0.2645518906009028,1.0582075624036111,6908.242338993033,0.006703319073783595,2.105909123325898,0.39086513525165667,15.670191858935747
54277,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,,Gemfan 5040 R,5.0,4.0,3.0,ABS,176.0,14882.704139452095,0.027728185863620556,8.71106650065227,0.2645518906009028,1.0582075624036111,6908.242338993033,0.006703319073783595,2.105909123325898,0.39086513525165667,15.670191858935747
70419,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,203.8,12346.806904041905,0.03725338815143481,14.824429601464375,0.2805402122357578,1.1221608489430313,5555.010958318179,0.00850074062020892,3.3827428034968325,0.3255422937851639,15.519950244437542
70418,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,,6045 plastic,6.0,4.5,6.0,Plastic,207.0,11018.75657934929,0.0403899993581467,16.072597199859686,0.3040921605410323,1.216368642164129,4749.418697440205,0.008513603163732413,3.3878612635609726,0.2970875918161125,15.49650234048173
18440,1300,7.4,2S1P,25,17.0,70.0,35.0,88.0,DYS D2812-14,3.175,28.0,12.0,,1600,22.0,,0.27,,KingKong 6040,6.0,4.0,3.38,Plastic,189.51999999999998,10029.36282691621,0.025014921615505194,4.19128975250877,0.21103078069966055,0.8441231227986422,5250.183941589462,0.007553815690160112,1.2656539662221937,0.4896069641045139,15.407054787814452
18437,1300,7.4,2S1P,25,17.0,70.0,35.0,88.0,DYS D2812-14,3.175,28.0,12.0,,1600,22.0,,0.27,,DALPROP 6040,6.0,4.0,4.32,Nylon,193.28,10029.36282691621,0.025014921615505194,4.19128975250877,0.21103078069966055,0.8441231227986422,5250.183941589462,0.007553815690160112,1.2656539662221937,0.4896069641045139,15.407054787814452
53326,2200,7.4,2S1P,25,21.0,84.0,32.0,134.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,203.6,15211.540567190495,0.03727459814180782,10.92948300160616,0.32730047802580775,1.309201912103231,6305.085110893927,0.0073083736061210994,2.1429267006163166,0.3564247185330395,15.399500127796733
52318,2200,7.4,2S1P,25,18.53,106.0,34.0,135.6,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,205.2,15211.540567190495,0.03727459814180782,10.92948300160616,0.32730047802580775,1.309201912103231,6305.085110893927,0.0073083736061210994,2.1429267006163166,0.3564247185330395,15.399500127796733
54334,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,2800,13.7,0.7,0.18,,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,199.6,15211.540567190495,0.03727459814180782,10.92948300160616,0.32730047802580775,1.309201912103231,6305.085110893927,0.0073083736061210994,2.1429267006163166,0.3564247185330395,15.399500127796733
70330,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,195.0,16067.918771910827,0.0412494214282602,19.438331898577747,0.3627981998456059,1.4511927993824236,6305.085121158605,0.007308374863991963,3.443990515418974,0.2810265079002265,15.243944419984322
70522,3500,7.4,2S1P,60,18.8,92.8,46.5,149.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,190.6,13716.78164019181,0.03078287413056895,14.506087673931994,0.2694605592459995,1.077842236983998,6305.085121182823,0.0073083748674568905,3.443990518660115,0.3289631327739933,15.243944405638238
44196,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,198.88,21001.604783468003,0.046603580733542566,14.640946686347615,0.5344223441996768,2.1376893767987073,6706.645621145736,0.00564010386125112,1.7718908525288768,0.2460971152333335,15.237958907832883
46212,1800,11.1,3S1P,75,19.3,105.0,35.0,159.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,201.88,21001.604783468003,0.046603580733542566,14.640946686347615,0.5344223441996768,2.1376893767987073,6706.645621145736,0.00564010386125112,1.7718908525288768,0.2460971152333335,15.237958907832883
47220,1800,11.1,3S1P,75,23.0,105.0,35.0,160.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,202.88,21001.604783468003,0.046603580733542566,14.640946686347615,0.5344223441996768,2.1376893767987073,6706.645621145736,0.00564010386125112,1.7718908525288768,0.2460971152333335,15.237958907832883
45204,1800,11.1,3S1P,45,20.8,106.0,35.5,158.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,200.88,21001.604783468003,0.046603580733542566,14.640946686347615,0.5344223441996768,2.1376893767987073,6706.645621145736,0.00564010386125112,1.7718908525288768,0.2460971152333335,15.237958907832883
43188,1800,11.1,3S1P,25,26.0,93.0,30.0,156.0,iFlight XING X1404 ,2.0,18.3,12.5,,3000,8.5,,0.28,,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,198.88,21001.604783468003,0.046603580733542566,14.640946686347615,0.5344223441996768,2.1376893767987073,6706.645621145736,0.00564010386125112,1.7718908525288768,0.2460971152333335,15.237958907832883
